OutputArea2011Code,DataZone2011Code,IntermediateZone2011Code
S00089887,S01006654,S02001262
S00089888,S01006654,S02001262
S00089889,S01006654,S02001262
S00089890,S01006655,S02001262
S00089891,S01006655,S02001262
S00089892,S01006655,S02001262
S00089893,S01006654,S02001262
S00089894,S01006653,S02001262
S00089895,S01006657,S02001262
S00089896,S01006654,S02001262
S00089897,S01006654,S02001262
S00089898,S01006654,S02001262
S00089899,S01006552,S02001243
S00089900,S01006552,S02001243
S00089901,S01006552,S02001243
S00089902,S01006552,S02001243
S00089903,S01006552,S02001243
S00089904,S01006556,S02001244
S00089905,S01006553,S02001244
S00089906,S01006556,S02001244
S00089907,S01006553,S02001244
S00089908,S01006553,S02001244
S00089909,S01006553,S02001244
S00089910,S01006553,S02001244
S00089911,S01006556,S02001244
S00089912,S01006554,S02001244
S00089913,S01006554,S02001244
S00089914,S01006554,S02001244
S00089915,S01006554,S02001244
S00089916,S01006703,S02001270
S00089917,S01006707,S02001270
S00089918,S01006554,S02001244
S00089919,S01006554,S02001244
S00089920,S01006707,S02001270
S00089921,S01006707,S02001270
S00089922,S01006707,S02001270
S00089923,S01006707,S02001270
S00089924,S01006706,S02001270
S00089925,S01006706,S02001270
S00089926,S01006706,S02001270
S00089927,S01006706,S02001270
S00089928,S01006706,S02001270
S00089929,S01006703,S02001270
S00089930,S01006706,S02001270
S00089931,S01006703,S02001270
S00089932,S01006703,S02001270
S00089933,S01006701,S02001270
S00089934,S01006701,S02001270
S00089935,S01006701,S02001270
S00089936,S01006701,S02001270
S00089937,S01006556,S02001244
S00089938,S01006556,S02001244
S00089939,S01006556,S02001244
S00089940,S01006555,S02001244
S00089941,S01006555,S02001244
S00089942,S01006555,S02001244
S00089943,S01006556,S02001244
S00089944,S01006556,S02001244
S00089945,S01006555,S02001244
S00089946,S01006555,S02001244
S00089947,S01006555,S02001244
S00089948,S01006555,S02001244
S00089949,S01006557,S02001244
S00089950,S01006709,S02001271
S00089951,S01006557,S02001244
S00089952,S01006557,S02001244
S00089953,S01006709,S02001271
S00089954,S01006710,S02001271
S00089955,S01006710,S02001271
S00089956,S01006710,S02001271
S00089957,S01006710,S02001271
S00089958,S01006710,S02001271
S00089959,S01006710,S02001271
S00089960,S01006710,S02001271
S00089961,S01006710,S02001271
S00089962,S01006711,S02001271
S00089963,S01006711,S02001271
S00089964,S01006711,S02001271
S00089965,S01006708,S02001271
S00089966,S01006708,S02001271
S00089967,S01006709,S02001271
S00089968,S01006709,S02001271
S00089969,S01006708,S02001271
S00089970,S01006704,S02001270
S00089971,S01006701,S02001270
S00089972,S01006704,S02001270
S00089973,S01006701,S02001270
S00089974,S01006708,S02001271
S00089975,S01006712,S02001271
S00089976,S01006708,S02001271
S00089977,S01006708,S02001271
S00089978,S01006712,S02001271
S00089979,S01006713,S02001271
S00089980,S01006712,S02001271
S00089981,S01006708,S02001271
S00089982,S01006704,S02001270
S00089983,S01006704,S02001270
S00089984,S01006703,S02001270
S00089985,S01006713,S02001271
S00089986,S01006704,S02001270
S00089987,S01006713,S02001271
S00089988,S01006713,S02001271
S00089989,S01006702,S02001270
S00089990,S01006713,S02001271
S00089991,S01006711,S02001271
S00089992,S01006711,S02001271
S00089993,S01006574,S02001247
S00089994,S01006574,S02001247
S00089995,S01006574,S02001247
S00089996,S01006549,S02001243
S00089997,S01006549,S02001243
S00089998,S01006549,S02001243
S00089999,S01006549,S02001243
S00090000,S01006549,S02001243
S00090001,S01006549,S02001243
S00090002,S01006719,S02001273
S00090003,S01006719,S02001273
S00090004,S01006719,S02001273
S00090005,S01006723,S02001273
S00090006,S01006723,S02001273
S00090007,S01006719,S02001273
S00090008,S01006721,S02001273
S00090009,S01006721,S02001273
S00090010,S01006721,S02001273
S00090011,S01006721,S02001273
S00090012,S01006719,S02001273
S00090013,S01006721,S02001273
S00090014,S01006721,S02001273
S00090015,S01006720,S02001273
S00090016,S01006720,S02001273
S00090017,S01006720,S02001273
S00090018,S01006720,S02001273
S00090019,S01006725,S02001273
S00090020,S01006721,S02001273
S00090021,S01006720,S02001273
S00090022,S01006725,S02001273
S00090023,S01006725,S02001273
S00090024,S01006725,S02001273
S00090025,S01006725,S02001273
S00090026,S01006725,S02001273
S00090027,S01006724,S02001273
S00090028,S01006724,S02001273
S00090029,S01006724,S02001273
S00090030,S01006715,S02001272
S00090031,S01006724,S02001273
S00090032,S01006715,S02001272
S00090033,S01006715,S02001272
S00090034,S01006716,S02001272
S00090035,S01006718,S02001272
S00090036,S01006715,S02001272
S00090037,S01006718,S02001272
S00090038,S01006718,S02001272
S00090039,S01006718,S02001272
S00090040,S01006729,S02001274
S00090041,S01006718,S02001272
S00090042,S01006729,S02001274
S00090043,S01006729,S02001274
S00090044,S01006726,S02001274
S00090045,S01006726,S02001274
S00090046,S01006729,S02001274
S00090047,S01006726,S02001274
S00090048,S01006726,S02001274
S00090049,S01006727,S02001274
S00090050,S01006727,S02001274
S00090051,S01006726,S02001274
S00090052,S01006727,S02001274
S00090053,S01006727,S02001274
S00090054,S01006724,S02001273
S00090055,S01006727,S02001274
S00090056,S01006727,S02001274
S00090057,S01006727,S02001274
S00090058,S01006727,S02001274
S00090059,S01006728,S02001274
S00090060,S01006728,S02001274
S00090061,S01006728,S02001274
S00090062,S01006728,S02001274
S00090063,S01006728,S02001274
S00090064,S01006728,S02001274
S00090065,S01006727,S02001274
S00090066,S01006724,S02001273
S00090067,S01006730,S02001274
S00090068,S01006730,S02001274
S00090069,S01006730,S02001274
S00090070,S01006731,S02001274
S00090071,S01006758,S02001279
S00090072,S01006757,S02001279
S00090073,S01006761,S02001279
S00090074,S01006761,S02001279
S00090075,S01006761,S02001279
S00090076,S01006758,S02001279
S00090077,S01006760,S02001279
S00090078,S01006761,S02001279
S00090079,S01006760,S02001279
S00090080,S01006757,S02001279
S00090081,S01006759,S02001279
S00090082,S01006776,S02001282
S00090083,S01006775,S02001282
S00090084,S01006775,S02001282
S00090085,S01006775,S02001282
S00090086,S01006780,S02001282
S00090087,S01006780,S02001282
S00090088,S01006780,S02001282
S00090089,S01006779,S02001282
S00090090,S01006779,S02001282
S00090091,S01006772,S02001281
S00090092,S01006779,S02001282
S00090093,S01006779,S02001282
S00090094,S01006777,S02001282
S00090095,S01006778,S02001282
S00090096,S01006776,S02001282
S00090097,S01006776,S02001282
S00090098,S01006776,S02001282
S00090099,S01006778,S02001282
S00090100,S01006778,S02001282
S00090101,S01006777,S02001282
S00090102,S01006777,S02001282
S00090103,S01006769,S02001281
S00090104,S01006769,S02001281
S00090105,S01006769,S02001281
S00090106,S01006769,S02001281
S00090107,S01006769,S02001281
S00090108,S01006770,S02001281
S00090109,S01006770,S02001281
S00090110,S01006770,S02001281
S00090111,S01006769,S02001281
S00090112,S01006770,S02001281
S00090113,S01006770,S02001281
S00090114,S01006773,S02001281
S00090115,S01006773,S02001281
S00090116,S01006773,S02001281
S00090117,S01006773,S02001281
S00090118,S01006772,S02001281
S00090119,S01006774,S02001281
S00090120,S01006774,S02001281
S00090121,S01006771,S02001281
S00090122,S01006772,S02001281
S00090123,S01006772,S02001281
S00090124,S01006762,S02001280
S00090125,S01006762,S02001280
S00090126,S01006767,S02001280
S00090127,S01006762,S02001280
S00090128,S01006767,S02001280
S00090129,S01006762,S02001280
S00090130,S01006762,S02001280
S00090131,S01006765,S02001280
S00090132,S01006766,S02001280
S00090133,S01006764,S02001280
S00090134,S01006764,S02001280
S00090135,S01006764,S02001280
S00090136,S01006764,S02001280
S00090137,S01006765,S02001280
S00090138,S01006765,S02001280
S00090139,S01006765,S02001280
S00090140,S01006764,S02001280
S00090141,S01006769,S02001281
S00090142,S01006742,S02001276
S00090143,S01006742,S02001276
S00090144,S01006742,S02001276
S00090145,S01006741,S02001276
S00090146,S01006741,S02001276
S00090147,S01006742,S02001276
S00090148,S01006742,S02001276
S00090149,S01006741,S02001276
S00090150,S01006741,S02001276
S00090151,S01006746,S02001277
S00090152,S01006741,S02001276
S00090153,S01006746,S02001277
S00090154,S01006746,S02001277
S00090155,S01006746,S02001277
S00090156,S01006746,S02001277
S00090157,S01006746,S02001277
S00090158,S01006746,S02001277
S00090159,S01006741,S02001276
S00090160,S01006740,S02001276
S00090161,S01006740,S02001276
S00090162,S01006740,S02001276
S00090163,S01006739,S02001276
S00090164,S01006739,S02001276
S00090165,S01006739,S02001276
S00090166,S01006738,S02001276
S00090167,S01006738,S02001276
S00090168,S01006738,S02001276
S00090169,S01006745,S02001277
S00090170,S01006740,S02001276
S00090171,S01006747,S02001277
S00090172,S01006747,S02001277
S00090173,S01006747,S02001277
S00090174,S01006747,S02001277
S00090175,S01006747,S02001277
S00090176,S01006744,S02001277
S00090177,S01006744,S02001277
S00090178,S01006747,S02001277
S00090179,S01006745,S02001277
S00090180,S01006745,S02001277
S00090181,S01006745,S02001277
S00090182,S01006744,S02001277
S00090183,S01006744,S02001277
S00090184,S01006744,S02001277
S00090185,S01006743,S02001277
S00090186,S01006743,S02001277
S00090187,S01006743,S02001277
S00090188,S01006743,S02001277
S00090189,S01006738,S02001276
S00090190,S01006748,S02001277
S00090191,S01006780,S02001282
S00090192,S01006779,S02001282
S00090193,S01006779,S02001282
S00090194,S01006779,S02001282
S00090195,S01006784,S02001283
S00090196,S01006782,S02001283
S00090197,S01006780,S02001282
S00090198,S01006784,S02001283
S00090199,S01006784,S02001283
S00090200,S01006784,S02001283
S00090201,S01006782,S02001283
S00090202,S01006784,S02001283
S00090203,S01006784,S02001283
S00090204,S01006783,S02001283
S00090205,S01006783,S02001283
S00090206,S01006782,S02001283
S00090207,S01006783,S02001283
S00090208,S01006783,S02001283
S00090209,S01006783,S02001283
S00090210,S01006782,S02001283
S00090211,S01006782,S02001283
S00090212,S01006783,S02001283
S00090213,S01006783,S02001283
S00090214,S01006781,S02001283
S00090215,S01006781,S02001283
S00090216,S01006781,S02001283
S00090217,S01006781,S02001283
S00090218,S01006787,S02001284
S00090219,S01006787,S02001284
S00090220,S01006787,S02001284
S00090221,S01006786,S02001284
S00090222,S01006786,S02001284
S00090223,S01006787,S02001284
S00090224,S01006786,S02001284
S00090225,S01006785,S02001284
S00090226,S01006785,S02001284
S00090227,S01006785,S02001284
S00090228,S01006787,S02001284
S00090229,S01006618,S02001255
S00090230,S01006616,S02001255
S00090231,S01006616,S02001255
S00090232,S01006618,S02001255
S00090233,S01006619,S02001256
S00090234,S01006619,S02001256
S00090235,S01006618,S02001255
S00090236,S01006617,S02001255
S00090237,S01006617,S02001255
S00090238,S01006619,S02001256
S00090239,S01006619,S02001256
S00090240,S01006619,S02001256
S00090241,S01006617,S02001255
S00090242,S01006619,S02001256
S00090243,S01006620,S02001256
S00090244,S01006620,S02001256
S00090245,S01006620,S02001256
S00090246,S01006620,S02001256
S00090247,S01006620,S02001256
S00090248,S01006620,S02001256
S00090249,S01006621,S02001256
S00090250,S01006621,S02001256
S00090251,S01006622,S02001256
S00090252,S01006622,S02001256
S00090253,S01006754,S02001278
S00090254,S01006753,S02001278
S00090255,S01006748,S02001277
S00090256,S01006754,S02001278
S00090257,S01006754,S02001278
S00090258,S01006754,S02001278
S00090259,S01006748,S02001277
S00090260,S01006748,S02001277
S00090261,S01006749,S02001278
S00090262,S01006749,S02001278
S00090263,S01006753,S02001278
S00090264,S01006753,S02001278
S00090265,S01006753,S02001278
S00090266,S01006753,S02001278
S00090267,S01006753,S02001278
S00090268,S01006753,S02001278
S00090269,S01006755,S02001278
S00090270,S01006755,S02001278
S00090271,S01006755,S02001278
S00090272,S01006751,S02001278
S00090273,S01006751,S02001278
S00090274,S01006751,S02001278
S00090275,S01006752,S02001278
S00090276,S01006752,S02001278
S00090277,S01006751,S02001278
S00090278,S01006751,S02001278
S00090279,S01006752,S02001278
S00090280,S01006752,S02001278
S00090281,S01006749,S02001278
S00090282,S01006749,S02001278
S00090283,S01006749,S02001278
S00090284,S01006750,S02001278
S00090285,S01006510,S02001236
S00090286,S01006506,S02001236
S00090287,S01006506,S02001236
S00090288,S01006507,S02001236
S00090289,S01006506,S02001236
S00090290,S01006508,S02001236
S00090291,S01006506,S02001236
S00090292,S01006510,S02001236
S00090293,S01006509,S02001236
S00090294,S01006507,S02001236
S00090295,S01006509,S02001236
S00090296,S01006507,S02001236
S00090297,S01006510,S02001236
S00090298,S01006510,S02001236
S00090299,S01006511,S02001236
S00090300,S01006511,S02001236
S00090301,S01006511,S02001236
S00090302,S01006511,S02001236
S00090303,S01006514,S02001237
S00090304,S01006516,S02001237
S00090305,S01006514,S02001237
S00090306,S01006514,S02001237
S00090307,S01006515,S02001237
S00090308,S01006515,S02001237
S00090309,S01006515,S02001237
S00090310,S01006513,S02001237
S00090311,S01006513,S02001237
S00090312,S01006513,S02001237
S00090313,S01006515,S02001237
S00090314,S01006513,S02001237
S00090315,S01006737,S02001275
S00090316,S01006735,S02001275
S00090317,S01006737,S02001275
S00090318,S01006661,S02001263
S00090319,S01006658,S02001263
S00090320,S01006651,S02001261
S00090321,S01006642,S02001260
S00090322,S01006652,S02001261
S00090323,S01006655,S02001262
S00090324,S01006691,S02001268
S00090325,S01006561,S02001245
S00090326,S01006562,S02001245
S00090327,S01006586,S02001249
S00090328,S01006517,S02001237
S00090329,S01006567,S02001246
S00090330,S01006648,S02001261
S00090331,S01006732,S02001275
S00090332,S01006645,S02001261
S00090333,S01006700,S02001269
S00090334,S01006572,S02001247
S00090335,S01006560,S02001245
S00090336,S01006553,S02001244
S00090337,S01006554,S02001244
S00090338,S01006703,S02001270
S00090339,S01006703,S02001270
S00090340,S01006709,S02001271
S00090341,S01006709,S02001271
S00090342,S01006701,S02001270
S00090343,S01006713,S02001271
S00090344,S01006711,S02001271
S00090345,S01006573,S02001247
S00090346,S01006729,S02001274
S00090347,S01006726,S02001274
S00090348,S01006726,S02001274
S00090349,S01006726,S02001274
S00090350,S01006726,S02001274
S00090351,S01006725,S02001273
S00090352,S01006731,S02001274
S00090353,S01006757,S02001279
S00090354,S01006758,S02001279
S00090355,S01006775,S02001282
S00090356,S01006769,S02001281
S00090357,S01006771,S02001281
S00090358,S01006761,S02001279
S00090359,S01006591,S02001251
S00090360,S01006765,S02001280
S00090361,S01006764,S02001280
S00090362,S01006516,S02001237
S00090363,S01006745,S02001277
S00090364,S01006740,S02001276
S00090365,S01006745,S02001277
S00090366,S01006745,S02001277
S00090367,S01006745,S02001277
S00090368,S01006744,S02001277
S00090369,S01006748,S02001277
S00090370,S01006738,S02001276
S00090371,S01006743,S02001277
S00090372,S01006772,S02001281
S00090373,S01006619,S02001256
S00090374,S01006754,S02001278
S00090375,S01006754,S02001278
S00090376,S01006749,S02001278
S00090377,S01006506,S02001236
S00090378,S01006509,S02001236
S00090379,S01006510,S02001236
S00090380,S01006510,S02001236
S00090381,S01006511,S02001236
S00090382,S01006516,S02001237
S00090383,S01006734,S02001275
S00090384,S01006735,S02001275
S00090385,S01006508,S02001236
S00090386,S01006509,S02001236
S00090387,S01006521,S02001238
S00090388,S01006627,S02001257
S00090389,S01006547,S02001243
S00090390,S01006547,S02001243
S00090391,S01006547,S02001243
S00090392,S01006608,S02001254
S00090393,S01006607,S02001253
S00090394,S01006516,S02001237
S00090395,S01006516,S02001237
S00090396,S01006577,S02001248
S00090397,S01006575,S02001248
S00090398,S01006579,S02001248
S00090399,S01006514,S02001237
S00090400,S01006515,S02001237
S00090401,S01006512,S02001236
S00090402,S01006534,S02001240
S00090403,S01006615,S02001255
S00090404,S01006608,S02001254
S00090405,S01006615,S02001255
